    ,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1726250138778,0,Debug Sampler,200,OK,LoadTest 1-56,text,true,,275,0,1000,1000,null,0,0,0
1726250135590,182,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-52,,true,,2209,127,1000,1000,null,0,3006,120
1726250138596,182,LIST USERS,200,OK,LoadTest 1-52,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,182,0,120
1726250138778,0,Debug Sampler,200,OK,LoadTest 1-52,text,true,,276,0,1000,1000,null,0,0,0
1726250135591,182,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-701,,true,,2214,127,1000,1000,null,0,3005,118
1726250138596,182,LIST USERS,200,OK,LoadTest 1-701,text,true,,1937,127,1000,1000,https://reqres.in/api/users?page=2,182,0,118
1726250138778,0,Debug Sampler,200,OK,LoadTest 1-701,text,true,,277,0,1000,1000,null,0,0,0
1726250135600,173,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-714,,true,,2222,127,1000,1000,null,0,3005,111
1726250138605,173,LIST USERS,200,OK,LoadTest 1-714,text,true,,1945,127,1000,1000,https://reqres.in/api/users?page=2,173,0,111
1726250138778,0,Debug Sampler,200,OK,LoadTest 1-714,text,true,,277,0,1000,1000,null,0,0,0
1726250135221,560,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-365,,true,,1156,237,1000,1000,null,0,3005,0
1726250138226,560,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-365,text,true,,880,237,1000,1000,https://reqres.in/api/register,560,0,0
1726250138786,0,Debug Sampler,200,OK,LoadTest 1-365,text,true,,276,0,1000,1000,null,0,0,0
1726250135664,120,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-58,,true,,2209,127,1000,1000,null,0,3005,74
1726250138669,120,LIST USERS,200,OK,LoadTest 1-58,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,120,0,74
1726250138789,0,Debug Sampler,200,OK,LoadTest 1-58,text,true,,276,0,1000,1000,null,0,0,0
1726250135691,97,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-70,,true,,2209,127,1000,1000,null,0,3001,65
1726250138692,97,LIST USERS,200,OK,LoadTest 1-70,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,97,0,65
1726250138789,0,Debug Sampler,200,OK,LoadTest 1-70,text,true,,276,0,1000,1000,null,0,0,0
1726250135687,101,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-59,,true,,2209,127,1000,1000,null,0,3001,69
1726250138688,101,LIST USERS,200,OK,LoadTest 1-59,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,101,0,69
1726250138789,0,Debug Sampler,200,OK,LoadTest 1-59,text,true,,276,0,1000,1000,null,0,0,0
1726250135686,103,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-72,,true,,2209,127,1000,1000,null,0,3001,69
1726250138687,103,LIST USERS,200,OK,LoadTest 1-72,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,103,0,69
1726250138790,0,Debug Sampler,200,OK,LoadTest 1-72,text,true,,276,0,1000,1000,null,0,0,0
1726250135700,88,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-57,,true,,2208,127,1000,1000,null,0,3002,54
1726250138702,88,LIST USERS,200,OK,LoadTest 1-57,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,88,0,54
1726250138790,0,Debug Sampler,200,OK,LoadTest 1-57,text,true,,275,0,1000,1000,null,0,0,0
1726250135698,98,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-75,,true,,2209,127,1000,1000,null,0,3000,61
1726250138698,98,LIST USERS,200,OK,LoadTest 1-75,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,98,0,61
1726250138796,0,Debug Sampler,200,OK,LoadTest 1-75,text,true,,276,0,1000,1000,null,0,0,0
1726250135708,86,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-46,,true,,2209,127,1000,1000,null,0,3008,59
1726250138716,86,LIST USERS,200,OK,LoadTest 1-46,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,86,0,59
1726250138802,0,Debug Sampler,200,OK,LoadTest 1-46,text,true,,276,0,1000,1000,null,0,0,0
1726250135388,414,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-382,,true,,1157,237,1000,1000,null,0,3001,0
1726250138389,414,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-382,text,true,,880,237,1000,1000,https://reqres.in/api/register,413,0,0
1726250138803,0,Debug Sampler,200,OK,LoadTest 1-382,text,true,,277,0,1000,1000,null,0,0,0
1726250135254,546,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-342,,true,,1157,237,1000,1000,null,0,3003,0
1726250138257,546,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-342,text,true,,880,237,1000,1000,https://reqres.in/api/register,546,0,0
1726250138803,0,Debug Sampler,200,OK,LoadTest 1-342,text,true,,277,0,1000,1000,null,0,0,0
1726250135710,92,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-705,,true,,2210,127,1000,1000,null,0,3006,59
1726250138716,92,LIST USERS,200,OK,LoadTest 1-705,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,92,0,59
1726250138808,0,Debug Sampler,200,OK,LoadTest 1-705,text,true,,277,0,1000,1000,null,0,0,0
1726250135390,415,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-373,,true,,1156,237,1000,1000,null,0,3006,0
1726250138396,415,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-373,text,true,,880,237,1000,1000,https://reqres.in/api/register,415,0,0
1726250138811,0,Debug Sampler,200,OK,LoadTest 1-373,text,true,,276,0,1000,1000,null,0,0,0
1726250135637,177,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-34,,true,,2221,127,1000,1000,null,0,3000,125
1726250138637,177,LIST USERS,200,OK,LoadTest 1-34,text,true,,1945,127,1000,1000,https://reqres.in/api/users?page=2,177,0,125
1726250138814,0,Debug Sampler,200,OK,LoadTest 1-34,text,true,,276,0,1000,1000,null,0,0,0
1726250135637,175,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-720,,true,,2210,127,1000,1000,null,0,3002,125
1726250138639,175,LIST USERS,200,OK,LoadTest 1-720,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,175,0,125
1726250138814,0,Debug Sampler,200,OK,LoadTest 1-720,text,true,,277,0,1000,1000,null,0,0,0
1726250135628,190,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-53,,true,,2205,127,1000,1000,null,0,3003,131
1726250138631,190,LIST USERS,200,OK,LoadTest 1-53,text,true,,1929,127,1000,1000,https://reqres.in/api/users?page=2,190,0,131
1726250138821,0,Debug Sampler,200,OK,LoadTest 1-53,text,true,,276,0,1000,1000,null,0,0,0
1726250135651,164,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-713,,true,,2214,127,1000,1000,null,0,3006,110
1726250138657,164,LIST USERS,200,OK,LoadTest 1-713,text,true,,1937,127,1000,1000,https://reqres.in/api/users?page=2,164,0,110
1726250138821,0,Debug Sampler,200,OK,LoadTest 1-713,text,true,,277,0,1000,1000,null,0,0,0
1726250135664,156,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-718,,true,,2209,127,1000,1000,null,0,3004,104
1726250138668,156,LIST USERS,200,OK,LoadTest 1-718,text,true,,1932,127,1000,1000,https://reqres.in/api/users?page=2,156,0,104
1726250138824,0,Debug Sampler,200,OK,LoadTest 1-718,text,true,,277,0,1000,1000,null,0,0,0
1726250135644,177,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-715,,true,,2210,127,1000,1000,null,0,3003,124
1726250138647,177,LIST USERS,200,OK,LoadTest 1-715,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,177,0,124
1726250138824,0,Debug Sampler,200,OK,LoadTest 1-715,text,true,,277,0,1000,1000,null,0,0,0
1726250135651,167,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-723,,true,,2221,127,1000,1000,null,0,3006,117
1726250138657,167,LIST USERS,200,OK,LoadTest 1-723,text,true,,1945,127,1000,1000,https://reqres.in/api/users?page=2,167,0,117
1726250138824,0,Debug Sampler,200,OK,LoadTest 1-723,text,true,,276,0,1000,1000,null,0,0,0
1726250135635,185,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-719,,true,,2206,127,1000,1000,null,0,3004,132
1726250138639,185,LIST USERS,200,OK,LoadTest 1-719,text,true,,1929,127,1000,1000,https://reqres.in/api/users?page=2,185,0,132
1726250138824,0,Debug Sampler,200,OK,LoadTest 1-719,text,true,,277,0,1000,1000,null,0,0,0
1726250135664,157,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-67,,true,,2208,127,1000,1000,null,0,3004,104
1726250138668,156,LIST USERS,200,OK,LoadTest 1-67,text,true,,1932,127,1000,1000,https://reqres.in/api/users?page=2,156,0,104
1726250138824,1,Debug Sampler,200,OK,LoadTest 1-67,text,true,,276,0,1000,1000,null,0,0,0
1726250135726,101,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-71,,true,,2209,127,1000,1000,null,0,3000,67
1726250138726,101,LIST USERS,200,OK,LoadTest 1-71,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,101,0,67
1726250138827,0,Debug Sampler,200,OK,LoadTest 1-71,text,true,,276,0,1000,1000,null,0,0,0
1726250135765,61,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-728,,true,,2210,127,1000,1000,null,0,3008,38
1726250138773,60,LIST USERS,200,OK,LoadTest 1-728,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,60,0,38
1726250138833,1,Debug Sampler,200,OK,LoadTest 1-728,text,true,,277,0,1000,1000,null,0,0,0
1726250135756,82,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-61,,true,,2209,127,1000,1000,null,0,3001,57
1726250138757,82,LIST USERS,200,OK,LoadTest 1-61,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,82,0,57
1726250138839,0,Debug Sampler,200,OK,LoadTest 1-61,text,true,,276,0,1000,1000,null,0,0,0
1726250135397,441,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-380,,true,,1157,237,1000,1000,null,0,3001,0
1726250138398,441,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-380,text,true,,880,237,1000,1000,https://reqres.in/api/register,441,0,0
1726250138839,0,Debug Sampler,200,OK,LoadTest 1-380,text,true,,277,0,1000,1000,null,0,0,0
1726250135691,168,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-724,,true,,2210,127,1000,1000,null,0,3001,107
1726250138692,168,LIST USERS,200,OK,LoadTest 1-724,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,168,0,107
1726250138860,0,Debug Sampler,200,OK,LoadTest 1-724,text,true,,277,0,1000,1000,null,0,0,0
1726250135677,180,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-66,,true,,2208,127,1000,1000,null,0,3004,117
1726250138681,180,LIST USERS,200,OK,LoadTest 1-66,text,true,,1932,127,1000,1000,https://reqres.in/api/users?page=2,180,0,117
1726250138861,0,Debug Sampler,200,OK,LoadTest 1-66,text,true,,276,0,1000,1000,null,0,0,0
1726250135691,169,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-721,,true,,2218,127,1000,1000,null,0,3001,107
1726250138692,169,LIST USERS,200,OK,LoadTest 1-721,text,true,,1941,127,1000,1000,https://reqres.in/api/users?page=2,169,0,107
1726250138861,0,Debug Sampler,200,OK,LoadTest 1-721,text,true,,277,0,1000,1000,null,0,0,0
1726250135314,545,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-369,,true,,1157,237,1000,1000,null,0,3004,0
1726250138318,545,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-369,text,true,,880,237,1000,1000,https://reqres.in/api/register,545,0,0
1726250138863,0,Debug Sampler,200,OK,LoadTest 1-369,text,true,,277,0,1000,1000,null,0,0,0
1726250135772,92,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-725,,true,,2210,127,1000,1000,null,0,3006,51
1726250138778,91,LIST USERS,200,OK,LoadTest 1-725,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,91,0,51
1726250138869,1,Debug Sampler,200,OK,LoadTest 1-725,text,true,,277,0,1000,1000,null,0,0,0
1726250135708,161,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-716,,true,,2218,127,1000,1000,null,0,3007,106
1726250138715,161,LIST USERS,200,OK,LoadTest 1-716,text,true,,1941,127,1000,1000,https://reqres.in/api/users?page=2,161,0,106
1726250138876,0,Debug Sampler,200,OK,LoadTest 1-716,text,true,,277,0,1000,1000,null,0,0,0
1726250135793,78,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-737,,true,,2209,127,1000,1000,null,0,3006,58
1726250138799,78,LIST USERS,200,OK,LoadTest 1-737,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,78,0,58
1726250138877,0,Debug Sampler,200,OK,LoadTest 1-737,text,true,,276,0,1000,1000,null,0,0,0
1726250135813,70,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-74,,true,,2209,127,1000,1000,null,0,3000,46
1726250138813,70,LIST USERS,200,OK,LoadTest 1-74,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,70,0,46
1726250138883,0,Debug Sampler,200,OK,LoadTest 1-74,text,true,,276,0,1000,1000,null,0,0,0
1726250135793,88,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-77,,true,,2209,127,1000,1000,null,0,3005,61
1726250138798,88,LIST USERS,200,OK,LoadTest 1-77,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,88,0,61
1726250138886,0,Debug Sampler,200,OK,LoadTest 1-77,text,true,,276,0,1000,1000,null,0,0,0
1726250135748,139,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-730,,true,,2214,127,1000,1000,null,0,3003,92
1726250138751,139,LIST USERS,200,OK,LoadTest 1-730,text,true,,1937,127,1000,1000,https://reqres.in/api/users?page=2,138,0,92
1726250138890,0,Debug Sampler,200,OK,LoadTest 1-730,text,true,,277,0,1000,1000,null,0,0,0
1726250135834,65,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-733,,true,,2210,127,1000,1000,null,0,3003,40
1726250138837,65,LIST USERS,200,OK,LoadTest 1-733,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,65,0,40
1726250138902,0,Debug Sampler,200,OK,LoadTest 1-733,text,true,,277,0,1000,1000,null,0,0,0
1726250135750,150,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-65,,true,,2208,127,1000,1000,null,0,3007,104
1726250138757,150,LIST USERS,200,OK,LoadTest 1-65,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,150,0,104
1726250138907,0,Debug Sampler,200,OK,LoadTest 1-65,text,true,,275,0,1000,1000,null,0,0,0
1726250135485,420,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-387,,true,,1157,237,1000,1000,null,0,3004,0
1726250138489,420,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-387,text,true,,880,237,1000,1000,https://reqres.in/api/register,420,0,0
1726250138909,0,Debug Sampler,200,OK,LoadTest 1-387,text,true,,277,0,1000,1000,null,0,0,0
1726250135484,423,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-388,,true,,1157,237,1000,1000,null,0,3002,0
1726250138486,423,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-388,text,true,,880,237,1000,1000,https://reqres.in/api/register,423,0,0
1726250138909,0,Debug Sampler,200,OK,LoadTest 1-388,text,true,,277,0,1000,1000,null,0,0,0
1726250135500,405,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-383,,true,,1157,237,1000,1000,null,0,3005,0
1726250138505,405,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-383,text,true,,880,237,1000,1000,https://reqres.in/api/register,404,0,0
1726250138910,0,Debug Sampler,200,OK,LoadTest 1-383,text,true,,277,0,1000,1000,null,0,0,0
1726250135509,401,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-386,,true,,1157,237,1000,1000,null,0,3000,0
1726250138509,401,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-386,text,true,,880,237,1000,1000,https://reqres.in/api/register,401,0,0
1726250138910,0,Debug Sampler,200,OK,LoadTest 1-386,text,true,,277,0,1000,1000,null,0,0,0
1726250135749,157,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-51,,true,,2221,127,1000,1000,null,0,3008,106
1726250138757,157,LIST USERS,200,OK,LoadTest 1-51,text,true,,1945,127,1000,1000,https://reqres.in/api/users?page=2,157,0,106
1726250138914,0,Debug Sampler,200,OK,LoadTest 1-51,text,true,,276,0,1000,1000,null,0,0,0
1726250135500,418,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-356,,true,,1157,237,1000,1000,null,0,3002,0
1726250135485,431,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-375,,true,,1157,237,1000,1000,null,0,3004,0
1726250138502,418,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-356,text,true,,880,237,1000,1000,https://reqres.in/api/register,418,0,0
1726250138489,431,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-375,text,true,,880,237,1000,1000,https://reqres.in/api/register,431,0,0
1726250138920,0,Debug Sampler,200,OK,LoadTest 1-356,text,true,,277,0,1000,1000,null,0,0,0
1726250138920,0,Debug Sampler,200,OK,LoadTest 1-375,text,true,,277,0,1000,1000,null,0,0,0
1726250135484,432,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-377,,true,,1156,237,1000,1000,null,0,3005,0
1726250138489,432,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-377,text,true,,880,237,1000,1000,https://reqres.in/api/register,431,0,0
1726250138921,0,Debug Sampler,200,OK,LoadTest 1-377,text,true,,276,0,1000,1000,null,0,0,0
1726250135865,52,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-741,,true,,2210,127,1000,1000,null,0,3004,32
1726250138869,52,LIST USERS,200,OK,LoadTest 1-741,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,52,0,32
1726250138921,0,Debug Sampler,200,OK,LoadTest 1-741,text,true,,277,0,1000,1000,null,0,0,0
1726250135792,142,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-727,,true,,2206,127,1000,1000,null,0,3000,89
1726250138792,142,LIST USERS,200,OK,LoadTest 1-727,text,true,,1929,127,1000,1000,https://reqres.in/api/users?page=2,142,0,89
1726250138934,0,Debug Sampler,200,OK,LoadTest 1-727,text,true,,277,0,1000,1000,null,0,0,0
1726250135509,425,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-394,,true,,1157,237,1000,1000,null,0,3001,0
1726250138510,424,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-394,text,true,,880,237,1000,1000,https://reqres.in/api/register,424,0,0
1726250138934,1,Debug Sampler,200,OK,LoadTest 1-394,text,true,,277,0,1000,1000,null,0,0,0
1726250135484,449,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-379,,true,,1157,237,1000,1000,null,0,3003,0
1726250138487,449,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-379,text,true,,880,237,1000,1000,https://reqres.in/api/register,449,0,0
1726250138936,0,Debug Sampler,200,OK,LoadTest 1-379,text,true,,277,0,1000,1000,null,0,0,0
1726250135875,60,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-731,,true,,2210,127,1000,1000,null,0,3003,38
1726250138878,60,LIST USERS,200,OK,LoadTest 1-731,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,60,0,38
1726250138938,0,Debug Sampler,200,OK,LoadTest 1-731,text,true,,277,0,1000,1000,null,0,0,0
1726250135545,391,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-395,,true,,1157,237,1000,1000,null,0,3005,0
1726250138550,391,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-395,text,true,,880,237,1000,1000,https://reqres.in/api/register,391,0,0
1726250138941,0,Debug Sampler,200,OK,LoadTest 1-395,text,true,,277,0,1000,1000,null,0,0,0
1726250135857,80,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-738,,true,,2210,127,1000,1000,null,0,3005,48
1726250138862,80,LIST USERS,200,OK,LoadTest 1-738,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,80,0,48
1726250138942,0,Debug Sampler,200,OK,LoadTest 1-738,text,true,,277,0,1000,1000,null,0,0,0
1726250135519,420,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-381,,true,,1157,237,1000,1000,null,0,3005,0
1726250138524,420,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-381,text,true,,880,237,1000,1000,https://reqres.in/api/register,420,0,0
1726250138944,0,Debug Sampler,200,OK,LoadTest 1-381,text,true,,277,0,1000,1000,null,0,0,0
1726250135917,67,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-69,,true,,2209,127,1000,1000,null,0,3004,42
1726250138921,67,LIST USERS,200,OK,LoadTest 1-69,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,67,0,42
1726250138988,0,Debug Sampler,200,OK,LoadTest 1-69,text,true,,276,0,1000,1000,null,0,0,0
1726250135913,70,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-89,,true,,2209,127,1000,1000,null,0,3001,45
1726250138914,70,LIST USERS,200,OK,LoadTest 1-89,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,70,0,45
1726250138984,0,Debug Sampler,200,OK,LoadTest 1-89,text,true,,276,0,1000,1000,null,0,0,0
1726250135920,60,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-73,,true,,2209,127,1000,1000,null,0,3002,34
1726250138922,60,LIST USERS,200,OK,LoadTest 1-73,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,60,0,34
1726250138982,0,Debug Sampler,200,OK,LoadTest 1-73,text,true,,276,0,1000,1000,null,0,0,0
1726250135545,441,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-397,,true,,1157,237,1000,1000,null,0,3005,0
1726250138550,441,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-397,text,true,,880,237,1000,1000,https://reqres.in/api/register,441,0,0
1726250138991,0,Debug Sampler,200,OK,LoadTest 1-397,text,true,,277,0,1000,1000,null,0,0,0
1726250135840,134,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-81,,true,,2208,127,1000,1000,null,0,3003,84
1726250138843,134,LIST USERS,200,OK,LoadTest 1-81,text,true,,1932,127,1000,1000,https://reqres.in/api/users?page=2,134,0,84
1726250138977,0,Debug Sampler,200,OK,LoadTest 1-81,text,true,,276,0,1000,1000,null,0,0,0
1726250135839,139,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-734,,true,,2206,127,1000,1000,null,0,3004,87
1726250138843,139,LIST USERS,200,OK,LoadTest 1-734,text,true,,1929,127,1000,1000,https://reqres.in/api/users?page=2,139,0,87
1726250138982,0,Debug Sampler,200,OK,LoadTest 1-734,text,true,,277,0,1000,1000,null,0,0,0
1726250135545,441,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-399,,true,,1157,237,1000,1000,null,0,3005,0
1726250138550,441,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-399,text,true,,880,237,1000,1000,https://reqres.in/api/register,441,0,0
1726250138991,0,Debug Sampler,200,OK,LoadTest 1-399,text,true,,277,0,1000,1000,null,0,0,0
1726250135912,59,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-745,,true,,2210,127,1000,1000,null,0,3004,32
1726250138916,59,LIST USERS,200,OK,LoadTest 1-745,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,59,0,32
1726250138975,0,Debug Sampler,200,OK,LoadTest 1-745,text,true,,277,0,1000,1000,null,0,0,0
1726250135846,139,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-76,,true,,2212,127,1000,1000,null,0,3002,91
1726250135912,60,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-746,,true,,2210,127,1000,1000,null,0,3003,37
1726250138915,60,LIST USERS,200,OK,LoadTest 1-746,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,60,0,37
1726250138975,0,Debug Sampler,200,OK,LoadTest 1-746,text,true,,277,0,1000,1000,null,0,0,0
1726250135828,142,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-88,,true,,2213,127,1000,1000,null,0,3005,92
1726250138848,139,LIST USERS,200,OK,LoadTest 1-76,text,true,,1937,127,1000,1000,https://reqres.in/api/users?page=2,139,0,91
1726250138833,142,LIST USERS,200,OK,LoadTest 1-88,text,true,,1937,127,1000,1000,https://reqres.in/api/users?page=2,142,0,92
1726250138975,0,Debug Sampler,200,OK,LoadTest 1-88,text,true,,276,0,1000,1000,null,0,0,0
1726250138987,0,Debug Sampler,200,OK,LoadTest 1-76,text,true,,275,0,1000,1000,null,0,0,0
1726250135912,65,SC01_API_GET,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-82,,true,,2209,127,1000,1000,null,0,3004,39
1726250138916,65,LIST USERS,200,OK,LoadTest 1-82,text,true,,1933,127,1000,1000,https://reqres.in/api/users?page=2,65,0,39
1726250138981,0,Debug Sampler,200,OK,LoadTest 1-82,text,true,,276,0,1000,1000,null,0,0,0
1726250135556,412,SC02_API_POST,200,"Number of samples in transaction : 2, number of failing samples : 0",LoadTest 1-389,,true,,1157,237,1000,1000,null,0,3000,0
1726250138556,412,REGISTER-SUCCESSFUL,200,OK,LoadTest 1-389,text,true,,880,237,1000,1000,https://reqres.in/api/register,412,0,0
1726250138968,0,Debug Sampler,200,OK,LoadTest 1-389,text,true,,277,0,1000,1000,null,0,0,0
